id,site_eui
75757,42.64413535406687
75758,61.05931395510936
75759,63.300093097063495
75760,72.09499232965042
75761,61.64004819646586
75762,134.53805748165522
75763,38.573239349719074
75764,97.43060805462774
75765,127.5412678307791
75766,94.26192551861966
75767,26.31320847455602
75768,72.63208193171569
75769,40.455440282490606
75770,160.18444783313345
75771,32.796528213114684
75772,77.86401262344867
75773,25.452253005982264
75774,89.41131434322126
75775,22.891106175038693
75776,51.77500771125061
75777,83.30715731171918
75778,90.714716046196
75779,176.0186367521279
75780,94.12576993816236
75781,40.82940519291297
75782,73.96281904288381
75783,53.999411103087304
75784,89.76618309464405
75785,119.46943876046251
75786,50.811309521810465
75787,47.176529737004685
75788,31.440176756199296
75789,61.63322798169379
75790,450.2534215980165
75791,53.15405787236234
75792,77.16757307012342
75793,22.12824139543411
75794,54.15124085179301
75795,37.08543587435585
75796,62.4253158670195
75797,60.10975700365003
75798,35.06917825637715
75799,42.6324397554566
75800,46.855968696249015
75801,49.146789511257374
75802,151.68867152487067
75803,49.560446597806724
75804,122.26502286796656
75805,20.621845050013622
75806,72.72267527526073
75807,59.64049432254141
75808,72.33709099166006
75809,22.116921446548453
75810,62.33718195028437
75811,66.52852463825815
75812,84.79820079371859
75813,34.591557175931165
75814,90.27872370978852
75815,107.36134705583989
75816,76.82161054125737
75817,37.680418327745244
75818,207.5103100688881
75819,77.69309898331026
75820,41.288545487577025
75821,130.9230011740756
75822,59.77408741622516
75823,28.875157516539552
75824,180.30854352224335
75825,110.8441232683266
75826,124.25227333034476
75827,98.72606118229996
75828,73.02081664241923
75829,40.67690694779271
75830,159.97149863674827
75831,57.36900391856005
75832,195.32744709145337
75833,66.02291330799252
75834,88.1944105742773
75835,60.01023267130378
75836,42.44822615915042
75837,71.61443901162761
75838,72.16547097462478
75839,43.63199441639512
75840,10.753793700482575
75841,160.75049933185778
75842,32.95578205726866
75843,44.02596820868811
75844,26.587050450626776
75845,95.36666899881133
75846,60.97042413337621
75847,36.19179180202873
75848,72.88535196694085
75849,132.60877923418113
75850,26.70889109429817
75851,16.72295858980371
75852,42.53910333479723
75853,95.34870128584055
75854,57.067755376210684
75855,78.11589762447761
75856,222.53467768789017
75857,61.7062510602781
75858,29.042245851419562
75859,115.73340516319888
75860,26.321563509576073
75861,56.88983393024406
75862,90.52443294413662
75863,240.49029165944592
75864,49.743038730134316
75865,129.98825044022203
75866,183.61038683684419
75867,34.964977797577966
75868,138.33363289819073
75869,139.11242060817543
75870,242.59338154846193
75871,143.239842995577
75872,367.5273815365481
75873,142.77218265175622
75874,119.20253568569517
75875,30.882994315162666
75876,64.62671811532387
75877,60.84979824690836
75878,128.29079042639304
75879,114.01571598786205
75880,46.7770972020088
75881,34.84955211381778
75882,40.81694474313631
75883,163.70919066569422
75884,138.38299060239447
75885,73.43112035784702
75886,23.425607234971622
75887,66.66023420216494
75888,141.60404339283707
75889,84.47815324754548
75890,48.797369828215345
75891,148.18160956299806
75892,288.02845591613584
75893,58.65243659655204
75894,247.68026944248663
75895,22.506506884123787
75896,57.49890437922706
75897,208.20997891531073
75898,112.25932315797237
75899,49.40305583726226
75900,36.8912882883185
75901,22.18759076824585
75902,124.88198938197998
75903,30.493610093181843
75904,110.9477616657936
75905,51.44055782038528
75906,67.14195071867405
75907,123.74323655389514
75908,120.04913874065164
75909,65.58824039278684
75910,109.66372081371514
75911,342.10664214068595
75912,28.262953337963925
75913,25.792664916755825
75914,70.04538525535011
75915,26.974078648040866
75916,91.63766468460229
75917,96.01970104812803
75918,17.714350035952545
75919,29.685127380554437
75920,314.23193547190135
75921,34.82925492237498
75922,44.264630556572904
75923,18.916400745584955
75924,51.66701995571364
75925,168.47908847359247
75926,58.83593853565622
75927,69.32474374469601
75928,45.66710025253655
75929,70.58482312398648
75930,125.82062123322525
75931,88.51833847852207
75932,85.54161065149717
75933,148.5735805317011
75934,127.9243180014409
75935,58.1629892928648
75936,93.09598198315736
75937,52.63380784868224
75938,70.7116526466773
75939,67.22812436599287
75940,60.54954239235007
75941,162.79652198896267
75942,61.56362561030265
75943,98.74745334749387
75944,95.8629663611564
75945,61.25145707491856
75946,100.44280763578196
75947,79.4096266607874
75948,70.06103187235938
75949,52.78519760887275
75950,18.897490985250094
75951,65.96520401739384
75952,42.83685883833493
75953,135.75654022646805
75954,224.81239035193965
75955,113.0779422236726
75956,39.993963416875836
75957,74.6510681809257
75958,40.78389128643424
75959,57.880250486404805
75960,38.84985545140039
75961,77.73404214031419
75962,110.07589213155669
75963,41.31266551724647
75964,31.682970762823487
75965,28.437176695213058
75966,146.7491305770475
75967,96.00649756064912
75968,28.026489535098168
75969,22.456987736689683
75970,70.65978948500629
75971,73.65484509968145
75972,45.47696618814315
75973,66.08302231602605
75974,95.88403734290854
75975,70.34589423020378
75976,44.130589773178365
75977,26.09954065804151
75978,114.99460735135054
75979,60.928961134253655
75980,31.510060041622246
75981,77.76784346715345
75982,41.8885982791817
75983,93.87414504693048
75984,44.36931063998681
75985,159.48772458412577
75986,28.077540013827804
75987,19.666076410122237
75988,133.68107450157618
75989,84.23299024360368
75990,56.09987754468812
75991,86.71761553493752
75992,68.48210273012062
75993,309.0306569007584
75994,76.36792365498496
75995,31.065749993713904
75996,108.77266940275413
75997,27.201891521253334
75998,71.20933218621087
75999,87.45122840280621
76000,124.66943495451594
76001,81.1329582662716
76002,41.64696490156295
76003,27.083690206540776
76004,89.9889859640512
76005,36.286421773334084
76006,96.06909412875864
76007,32.60348515388157
76008,20.96235043083016
76009,26.314342558281165
76010,64.11110811129707
76011,23.585537311168608
76012,37.98112793614081
76013,22.53233675709917
76014,60.20578931762894
76015,22.20353263631968
76016,62.27343544651542
76017,108.75111080894561
76018,43.591657025027466
76019,42.44159970703977
76020,27.006622431983523
76021,131.62827451578025
76022,39.32625739694076
76023,22.670046725933783
76024,27.842934744715183
76025,169.07912145010818
76026,100.21041099724582
76027,28.76637502538896
76028,157.9523936952591
76029,89.89066847207059
76030,105.62040111196603
76031,138.87384576895064
76032,177.30213423227383
76033,21.542903066576162
76034,109.55407615149286
76035,53.088485510678794
76036,114.39983041128954
76037,44.28938195369309
76038,63.62020920675349
76039,43.435164727628226
76040,29.341745026025006
76041,40.90771018481251
76042,214.4822777795723
76043,306.5678670972788
76044,191.56550887011957
76045,16.877962488151717
76046,118.76967620807741
76047,251.71832994907263
76048,89.1948757933871
76049,63.2355595982452
76050,99.1314783922405
76051,37.15568728574931
76052,35.71633401621899
76053,114.37911952543062
76054,17.64693057945157
76055,44.49951671947124
76056,112.82611137006207
76057,74.84052772756915
76058,181.16031750366827
76059,35.126002815153385
76060,19.03386447272399
76061,140.74836665465082
76062,157.41707524516528
76063,98.670415071107
76064,210.05565916242938
76065,74.04432066483511
76066,110.56497986025495
76067,77.17882701906757
76068,85.53083378334041
76069,63.26847274644092
76070,23.59536408507248
76071,12.839119636826187
76072,56.773380729820836
76073,73.21961180546401
76074,50.491294574113674
76075,39.7887084679664
76076,19.68155593557331
76077,60.97449033014023
76078,195.9590337467183
76079,100.44141970597036
76080,40.55553953943798
76081,92.96920395569003
76082,91.45552879396116
76083,92.7197256425769
76084,36.87152697866902
76085,57.556449547276124
76086,82.5125751993339
76087,94.01692261178748
76088,75.83876981992644
76089,21.667439430830967
76090,166.79405768163056
76091,137.5769703521368
76092,58.66522704159635
76093,40.150158194199534
76094,62.33918410968265
76095,118.58508040750735
76096,82.2559057995453
76097,44.976934035421515
76098,88.3912342422907
76099,49.782794965329686
76100,86.74502336455134
76101,43.88639152166384
76102,178.38108299855702
76103,64.23766064236591
76104,68.03023042782229
76105,51.036508359805055
76106,104.83363271096951
76107,39.94263290533874
76108,67.73229711683825
76109,193.21927829311306
76110,71.96198769897383
76111,39.181259866764165
76112,28.95653882314536
76113,100.41964015702827
76114,60.497865070202636
76115,21.591259933384602
76116,101.71174794324715
76117,51.85582665736818
76118,85.09936622598471
76119,59.882767386629595
76120,35.4406513471363
76121,39.1038165827922
76122,23.477447598184412
76123,27.57445200057209
76124,52.970629479999964
76125,67.17529676402422
76126,73.52407075783097
76127,9.635356305493394
76128,252.95236813252876
76129,92.140555064322
76130,74.8639507082696
76131,102.73107533646385
76132,45.41508820655944
76133,135.84046278485357
76134,30.123912794787458
76135,39.13318269907703
76136,76.06093052351603
76137,21.128139834924944
76138,77.65008676040459
76139,45.2345766118695
76140,53.95919492197233
76141,301.69450175081636
76142,200.27788011763073
76143,51.80756295799418
76144,82.4061944840828
76145,148.51890384126347
76146,175.98586757971785
76147,23.983097780005327
76148,130.18040970422604
76149,150.90634169795393
76150,108.11883285019064
76151,497.1164635846524
76152,120.19815700185542
76153,75.0699301641049
76154,101.97282655437746
76155,9.829598767550591
76156,40.84861240488026
76157,21.302709709002244
76158,55.09324873751994
76159,66.31807443929176
76160,142.42697732600044
76161,56.144025426839555
76162,64.6344682094917
76163,136.04590943284066
76164,58.54928478503703
76165,181.46566902914844
76166,78.00995301865517
76167,35.073255442396736
76168,63.38640289933779
76169,44.47651422997258
76170,146.29077897955008
76171,333.3712014143981
76172,52.46930351326938
76173,43.43700748155707
76174,147.63435698152506
76175,102.09594917767065
76176,27.869715742862134
76177,120.56104967872042
76178,33.38325771819394
76179,50.28927501571665
76180,32.47742454815005
76181,50.93440425007176
76182,57.99255662302848
76183,37.68085661028874
76184,74.18712143224981
76185,41.822671874661715
76186,49.210865933153485
76187,61.55602325429642
76188,17.160025724396874
76189,27.87553366041938
76190,61.76464561764004
76191,100.32811064929263
76192,58.1980613794457
76193,146.64447031581597
76194,72.83402754105748
76195,23.598311973627563
76196,50.126777594038764
76197,39.32972225541253
76198,149.9440088567775
76199,145.76216971005388
76200,38.700196812355216
76201,71.52901473135506
76202,102.69577114842225
76203,47.44310915540188
76204,274.41719040580375
76205,19.388435762126143
76206,64.7612002667361
76207,82.09162989778304
76208,148.90160305608427
76209,42.26381359535849
76210,85.97828984088711
76211,76.4749308068347
76212,249.12439327327576
76213,26.710643091789077
76214,128.38991686255477
76215,30.946046430783074
76216,57.55226130994101
76217,45.32217685024392
76218,119.24706519278111
76219,84.66444219673598
76220,288.5136289208971
76221,29.533223341089855
76222,22.362459495082476
76223,117.45985313197046
76224,71.3915668256438
76225,41.33715282153728
76226,84.05076604821231
76227,202.88708934894814
76228,100.82060989204973
76229,59.1389577127926
76230,45.8846906931155
76231,103.4603992909551
76232,68.63403995394118
76233,120.77785152641611
76234,195.862173704601
76235,33.84632575066635
76236,55.794202823335624
76237,56.03098645961844
76238,77.82101696491196
76239,29.942034677862406
76240,129.22168999915306
76241,37.53067106789329
76242,190.66233182824507
76243,68.4142210285912
76244,25.29346837493981
76245,19.115811180240694
76246,106.65595100434393
76247,179.13894207941556
76248,93.9842908367543
76249,79.87108030693399
76250,64.33881267507246
76251,68.04056078095672
76252,145.10988345513894
76253,51.19271145990392
76254,67.30810982093391
76255,38.1608122774325
76256,227.63043320548678
76257,172.20296855608322
76258,53.626976584545964
76259,119.24547098809103
76260,97.936598721985
76261,114.36507325784808
76262,26.549762617992936
76263,18.329827968461355
76264,71.27188054676118
76265,101.77146344781845
76266,57.617610925556335
76267,80.51261437565306
76268,44.362459271668826
76269,69.57797269711467
76270,88.68685263806121
76271,136.0334330790269
76272,219.25689952485735
76273,67.12755708902435
76274,32.89505185067222
76275,47.27021594976697
76276,11.705590289351573
76277,75.50176632811522
76278,139.41751706032184
76279,36.167068098864604
76280,89.51707872021531
76281,109.31969990814581
76282,212.88530613686183
76283,67.01207064890848
76284,33.61284200075079
76285,40.87836164579219
76286,198.62784372501633
76287,164.9913966482183
76288,87.28218663406406
76289,64.72302893843737
76290,84.87209953803804
76291,36.17134003933978
76292,54.983190291100634
76293,51.32647814743862
76294,90.84977817690023
76295,13.955898200862396
76296,183.20758393057883
76297,44.240743545709975
76298,36.06819639669485
76299,91.35692187959597
76300,129.7670337877661
76301,27.361297691116423
76302,199.4353315159787
76303,32.95122216772608
76304,64.70674406347332
76305,92.56221313386334
76306,50.8460045459477
76307,40.55529349180032
76308,67.78509374978947
76309,144.27902568755255
76310,87.62277773576058
76311,321.35845290237944
76312,87.80391836161864
76313,88.31040423127867
76314,84.55219254702924
76315,25.795031146644664
76316,52.64996143420119
76317,130.17740719598842
76318,53.76323228004763
76319,72.7827877592148
76320,110.111250195276
76321,276.8858350311958
76322,39.03903205329411
76323,108.87589430006963
76324,129.0646115787744
76325,50.91566621459124
76326,99.00337348373574
76327,40.15098214705023
76328,143.22226879858115
76329,153.31358455399285
76330,26.903585315829158
76331,30.573233182508616
76332,25.066478853122103
76333,47.86544379805218
76334,315.01380970524065
76335,44.16158001641296
76336,270.3633007422486
76337,64.99080287170904
76338,67.85157018127393
76339,65.84878253884206
76340,47.45267735929892
76341,100.33709642625176
76342,146.8339406260327
76343,259.55641526239395
76344,58.39020647588394
76345,142.78859707484213
76346,21.35620224575321
76347,85.68485981116187
76348,30.367434427736306
76349,70.15956896606286
76350,236.35142773352365
76351,56.73999405836525
76352,23.2816385885691
76353,46.092551694726836
76354,32.22435133626501
76355,21.846359273148177
76356,88.94526535229322
76357,152.84169150370414
76358,51.342117458048406
76359,20.15980429217737
76360,57.27768864103339
76361,30.985742392682244
76362,67.28875867342222
76363,35.10328634905395
76364,130.30652386782344
76365,68.42918120694024
76366,60.95745846009223
76367,22.082174178999956
76368,43.71699033748102
76369,84.69671439721374
76370,193.3681303460479
76371,71.04969945841647
76372,115.6559427298874
76373,46.10881261189611
76374,71.68306989963902
76375,78.28353034941863
76376,182.33954955230755
76377,35.84632830509869
76378,45.42703536995481
76379,119.02612366656157
76380,27.098206069244398
76381,92.35217051969737
76382,95.03498833179356
76383,45.55978909150937
76384,72.53085548409548
76385,132.74304914240992
76386,147.13971322439156
76387,65.80947803542624
76388,75.69222225597369
76389,35.81437468658578
76390,87.01384466170093
76391,88.90374857606811
76392,168.86613419580576
76393,113.61657516937943
76394,67.13799591402051
76395,135.83710212365975
76396,40.275741040715765
76397,177.65992193185295
76398,112.90542415271955
76399,66.47106885491058
76400,43.833006710276955
76401,40.29933080096562
76402,38.79368520580691
76403,133.83911477540238
76404,136.49397266578728
76405,121.41804877323142
76406,118.8968972710031
76407,78.059571577429
76408,51.63603848445992
76409,17.5991283845029
76410,67.61995358998364
76411,144.90480627006505
76412,185.77077315119803
76413,31.02417809774888
76414,135.4213935427574
76415,157.7255744869611
76416,23.485930220759275
76417,48.75453117058312
76418,28.043629870973234
76419,50.629049520035196
76420,129.23729419408988
76421,44.33753633428517
76422,19.939497308007745
76423,68.24641009940198
76424,36.44224447866355
76425,81.4621691697812
76426,94.25115146312739
76427,46.47428206197514
76428,12.294424462353303
76429,43.91011861696041
76430,46.46201892490691
76431,53.68795525742373
76432,66.51068194745326
76433,43.84772409801785
76434,63.23869942863173
76435,75.15424058493912
76436,241.54099675871967
76437,252.28355786188885
76438,112.82170305579189
76439,44.93928370421309
76440,101.26224966401878
76441,89.5081021577043
76442,35.07013027071231
76443,71.6722678785743
76444,49.34084270087582
76445,50.43304757512332
76446,47.01871550197981
76447,17.51659575268143
76448,106.7018940424476
76449,127.60221258366016
76450,28.190431109011964
76451,78.87797689240297
76452,52.85883286756509
76453,40.991439821149086
76454,91.66175460291991
76455,45.676368482580536
76456,112.91469802329634
76457,37.23864807140701
76458,55.29903426382967
76459,34.529124559803385
76460,125.69440148697532
76461,177.7924068709479
76462,113.67671571920044
76463,67.37595434739174
76464,68.60854146660775
76465,65.35684004447485
76466,65.73896278137464
76467,109.02455127018143
76468,122.4318285011371
76469,81.73685743916968
76470,99.03636161937811
76471,55.0964977537078
76472,168.06820983291533
76473,72.99471415263493
76474,142.5317060713617
76475,138.56986780936643
76476,85.75839000447037
76477,146.7884604135708
76478,109.1958682820352
76479,85.7576289563109
76480,79.800406336064
76481,48.5891366307539
76482,24.19452997869328
76483,104.38709640759916
76484,94.0879795117516
76485,130.3651961083399
76486,99.57947578826943
76487,41.91691586717844
76488,34.26047822045936
76489,25.40356097938832
76490,19.348937709260852
76491,56.39186652805284
76492,18.89969038300518
76493,117.03937151379849
76494,96.44832576641278
76495,38.02286239690059
76496,82.80818727796768
76497,244.95412411088475
76498,80.22490363123993
76499,36.177165374784686
76500,44.11922110608501
76501,141.04785777390796
76502,34.91420628632629
76503,67.96523766352128
76504,20.80509797164895
76505,139.9216175011188
76506,77.40383844736084
76507,60.86768155994939
76508,72.53762373146657
76509,51.67522678446786
76510,143.06306270837896
76511,33.768754618508474
76512,63.091152991266384
76513,183.9732994297771
76514,272.10786294475895
76515,66.16571090433175
76516,90.84301195503596
76517,24.258401168782846
76518,103.12054574965923
76519,169.86876212181463
76520,43.005522788967525
76521,47.022148920980094
76522,129.49882266857765
76523,64.32381668329933
76524,140.93177478570584
76525,67.73588402456856
76526,62.733101294439564
76527,85.89098839643675
76528,116.27810238260335
76529,134.9131092151215
76530,52.39119429593607
76531,102.06481844249146
76532,128.50047803780004
76533,53.80048078539734
76534,38.84485263017974
76535,63.05947979934589
76536,30.948287492200542
76537,37.04422425077976
76538,46.027386061195685
76539,44.75457712236868
76540,44.47339630992509
76541,17.548168098307347
76542,90.04563419812824
76543,430.0998904959123
76544,37.71948348647168
76545,53.61659900358249
76546,27.914724893834908
76547,40.48525064953562
76548,62.56042724379172
76549,85.39288126756276
76550,88.73912351983385
76551,99.41403918515027
76552,95.76037277286939
76553,59.59647083016907
76554,47.95761515900985
76555,30.191173450885838
76556,51.71841739823231
76557,153.45125095790735
76558,42.03509697108821
76559,113.51249991176992
76560,96.4415051896578
76561,124.6625978166017
76562,99.49736588609109
76563,49.66191550677694
76564,140.48277098172522
76565,41.89140675887216
76566,96.72133082616135
76567,87.68834137059261
76568,61.266689738906
76569,51.02635270742949
76570,46.14616866771339
76571,81.43530311820042
76572,37.098643598840006
76573,26.10423154434221
76574,47.65013929901166
76575,36.7417028330303
76576,63.72351626909745
76577,33.79441929967886
76578,50.70320243814208
76579,67.60144304009381
76580,7.956316726593039
76581,93.07383283627652
76582,186.3742339469537
76583,121.92686370944794
76584,80.75108233797158
76585,60.25500320699878
76586,82.58093757780374
76587,33.24389612999333
76588,48.71358895467698
76589,199.73388127451037
76590,133.98812380940393
76591,44.07758178618974
76592,84.39619641569432
76593,72.39534827851146
76594,37.06507297983768
76595,48.790303861705674
76596,198.90577377360154
76597,134.86816591458526
76598,107.57291216485251
76599,91.26059318836046
76600,84.87720389799823
76601,91.98380294268883
76602,58.51902620127155
76603,56.69686845855517
76604,33.50982851623404
76605,21.95215358572558
76606,46.762089070716506
76607,85.89931398391549
76608,68.09496973747282
76609,72.00072231289172
76610,319.6667627978414
76611,42.66789536741857
76612,55.32340501845384
76613,45.87100255720217
76614,201.6212100983764
76615,100.77149734491493
76616,69.38572337869452
76617,42.20260096183989
76618,72.65167352844664
76619,121.11008895258792
76620,48.94547112378105
